userName,score,at,content
DRAJAT WASISTO,5,2025-02-11 10:21:15,"aplikasi) ""Aplikasi Alfagift sangat membantu dalam berbelanja di Alfamart. Fitur-fiturnya lengkap, navigasi mudah, dan sering ada promo menarik. Proses pemesanan juga cepat dan praktis. Terima kasih, Alfamart!"""
Nash nsr,5,2025-02-11 08:13:46,"Aplikasi yang sangat bermanfaat untuk kebutuhan belanja harian. Bisa update promo, belanja online kalo lagi mager, tau lokasi toko terdekat dengan fasilitasnya (ATM, Wifi, dll), pengumpulan point, dapat voucher dan lebih banyak lagi👍#semuapastidapat#belanjajadimudah"
Arvica Ahmad,5,2025-02-11 06:04:19,Aku seneng banget belanja disini. Banyak promo juga tanpa ribet antri ke toko. Dianter pula langsung didepan rumah.. Parahnya lagi gratis ongkir
RaMA SaPUtrA 11,5,2025-02-11 05:58:16,"Memudahkan saya berbelanja Pembayarannya mudah, produk lengkap, banyak promo Pelayanan ramah, tepat waktu,gratis ongkir jg tanpa minimal belanja."
Muhamad Arizal Fatah,1,2025-02-11 05:34:03,"Fitur chat ini berguna ga sih, nyusahin karyawan tau gak dulu pas pake wa ga gini gini amat demi kebijakan pemerintah gini ya, fungsi telepon dari persentasi misal 10 pesanan paling cuman 1yang mau ngangkat chat in app, lokasinya konsumen pada ngawur ga akurat banget ini auto locatenya, pengiriman jadi late, mau di cancel nanti di alfacare, serba salah. Pasalnya ndak semua orang stay di aplikasi jadi mereka kadang ga bisa ngangkat telfon. Terima kasih."
Danang Setiawan,5,2025-02-11 04:31:17,"Gimana yah, untuk pengiriman barang cepat, barang yang di kirim gak ada yang rusak, promosi juga dapetnya lumayan banyak, untuk barangnya lengkap dan gak ada yang kurang. Oke lah, tanpa sungkan langsung saya kasih rating 5 aja dah."
Dimas Sandhi Ajie Pamungkas S,5,2025-02-11 04:12:34,"Pengalaman belanja di Alfagift luar biasa! Praktis, banyak promo, pengiriman cepat, dan tanpa ribet. Pasti repeat order!"
Muhammad Rizqi Syafulloh,5,2025-02-11 03:48:06,"Memudahkan saya berbelanja Pembayarannya mudah, produk lengkap, banyak promo Pelayanan ramah,tepat waktu,gratis ongkir jg tanpa minimal belanja.teruskan y alfagift Awas aja kalo lama2 ada biaya ongkirnya karena udah rame Jangan juga ada minimal belanja baru gratis ongkir.jangan gitu ya Terimakasih"
Anggita Wideningtyas,5,2025-02-11 03:14:49,"Waahhh ga rugi saya sering belanja di aplikasi ini.. Cocok banget buat anak kos mageran pengen beli ini itu ga perlu ke toko karena pengirimannya cepat, langsung cus diantar sampai depan rumah😍😍😍😍 udah promonya banyak, ketersediaan barangnya juga lengkap lagi."
Maryamnur Rofia,5,2025-02-11 03:09:19,"apk yang sangat membantu bangett, gak perlu repot keluar ke alfamart nya tinggal klik barang yg dibeli langsung dikirim deh sama kurir nya"
Tari Neiska,3,2025-02-11 02:22:31,Tadi pagi saya buka aplikasi alfagift bisa..saya mau cek out terus bayar..tapi pas sampai pilih metode pembayaran aplikasi nya langsung eror..saya buka berapa kali cuma ada warna merah..sampai jam segini juga tidak bisa kebuka
Annis Arifah,5,2025-02-11 02:11:58,"Solusi buat yg mager tinggal pencet"" barang sampek rumah. Pengirimannya cepat, banyak promo"" menarik, sekarang komunikasinya bisa langsung kewat aplikasi jafi lebih aman Best lah pokoknya"
Gacuk Setiawan,5,2025-02-11 01:59:37,"Aplikasi bagus, Mempermudah belanja dan bisa lihat Daftar harganya. Lihat promonya..Pengiriman cepat."
Rukin Albadawi,5,2025-02-11 01:44:01,"Alhamdulillah dengan adanya aplikasi alfagif mudah untuk mengetahui program promo,belanja online juga bisa .cek poin dan tidak ribet bawa kartu ponta yg lama.semoga tambah sukses selalu alfagif amin"
Deny Ardiansyah Putra,5,2025-02-11 01:37:05,"Aplikasinya sangat bagus, UI simpel mudah dipahami, banyak promo menarik bisa dapat voucher belanja ,good job👍👍"
Rudi Muhammad,5,2025-02-11 01:36:46,"Sangat membantu banget Alfagift🤩..Apalagi musim hujan begini,jadi males keluar..pengirimannya cepat..barang untuk kebutuhan sehari-hari juga lengkap banyak promonya pula🤑🎉"
moh.ambaul ulum,5,2025-02-11 01:35:32,.Member ponta digital yg luar biasa bisa digunakan untuk belanja Online sekaligus.dan lebih praktis dan sangat membantu konsumen 👍👍👍👍👍👍 .Sangat membantuan dengan promo tiap minggunya .barang selalu continue dan lengkap
Devira Damayanti,5,2025-02-11 01:05:08,"Terbantu sekali dengan Alfagift, cuma belanja dari aplikasi diantar sampai rumah dan gratis ongkir berapapun belanjanya, juga banyak sekali promonya."
Muh. Najib Amril Huda,5,2025-02-11 00:56:23,"aplikasi cukup membantu..cukup pesan pakek aplikasi udah bisa kirim langsung rumah dan tanpa ongkir..solusi buat yang mager"" nih wkwk"
Sulistya,5,2025-02-11 00:37:36,sangatt bagus cocok buat kaum mager kek aku gini tinggal pesen lewat alfagift pesanan langsung diantar gak perlu ribet gak perlu antri semua ada di alfagift dan banyak promo pula🥳🥳🥳🤩🤩
Dwi Aini,5,2025-02-11 00:13:05,"aslii aku belanja di alfagift tuh enak ga bikin ribet. pesenan juga cepet nyampenya, yang penting nihh banyak banget diskonnya ada promo juga yang bikin nagih buat belanja terus. the best lahh pokoknya"
02.Ananda Septika,5,2025-02-10 23:45:24,"Aplikasi alfagift sangat membantu saya dalam berbelanja, misalnya saya ingin melihat harga produk di Alfamart tanpa pergi ke toko saya bisa melihat harganya di aplikasi ini jadi tidak khawatir kalau uang saya kurang🤩"
Weni Januartiana,5,2025-02-10 15:11:19,"banyak promo , barang lengkap , dan pastinya kalo pas mager kalian bisa scroll dan langsung di antar sampai depan pintu 🫶🏼 apalagi pas musim hujan , sangat recommended bgt untuk membantu kita kalo butuh apa apa mendadak 🫶🏼"
Widodo,5,2025-02-10 15:02:25,Sesuai dengan slogannya alfamart belanja puas harga pas.. sangat mudah dalam pemesanan dan tentunya banyak promonya dan kecepatan pengirimannya number one.👍
Dewi Lailia,5,2025-02-10 14:21:55,Belanja gak pakek ribet langsung diantar bisa. Pelayanan juga ramah. Pokoknya praktis kalau mau belanja bisa delivery 🤩
Ida Astutik,5,2025-02-10 13:42:20,"Ya ampun, keren banget ini app, coba bayangin lu lg males keluar rumah. Trus tinggal klik2 di app, orderan kamu langsung nyampek. Uda gt lu bisa liat poin member lu disini. Dan bisa tau promonya alpa. Enak banget kan. Udah si menurut gw lu cpt download aja biar samaan kaya gw. Belanja sambil tiduran."
Salma Jeaniva Umiatun,1,2025-02-10 13:28:40,"Tolong diperbanyak kurirnya, saya pilih pengiriman maksimal 1 jam setelah pembayaran, malah harus nunggu 2 jam lebih. Kalo gitu mah jangan adain pilihan jam pengiriman. Bikin capek nunggu."
Ahmad Aasof,5,2025-02-10 11:36:11,Aplikasinya lumayan hanya untuk melihat harga barang untuk perbandingan di toko lain saja bila ada yang lebih deket dan lebih murah kenapa tidak... Tidak beli yang lebih efisien saja 😉
Milla tito,5,2025-02-10 10:09:56,"Sangat memudahkan untuk belanja keperluan sehari-hari. Selain banyak barang yang lengkap beserta promo yang menarik, karena juga lebih praktis untuk belanja"
Chabibiyah,4,2025-02-10 10:07:11,"App Uda bagus cuman kurang di update aja apa yang di toko sama di app, sudah bilang ke petugas Alfa nya tapi katanya itu bukan urusan mereka tapi TIM IT, yaa pembeli masa' di suruh bilang ke TIM IT mana kita tahu lah siapa aja TIM IT Alfa, kalo perlu d catumkan juga nama atau tempat buat ngehubungi TIM IT Alfa biar kalo kurang update pembeli langsung kasih tau, karena PETUGAS ALFA nya gak mau ngomong ke TIM IT. gk habis pikir... ada-ada aja Alfamart sekarang"
Yuti Sarizah05,3,2025-02-10 09:11:58,"Dulu aman² aja, tapi sekarang kenapa susah bgt masuk ke aplikasinya ya ? Cuma Muncul layar merah doang, please min bisa bantu ga gimana biar bisa ky biasanya soalnya saya kemarin belanja sampe sekarang belum ada pengiriman barang belanjaan nya dan aplikasinya juga eror ga bisa masuk² ke beranda cuma muncul layar merah doang 🙏🙏"
Irma Sumartini,1,2025-02-10 02:09:40,"Sudah beberapa hari ini saya gak bisa chekout barang via alfagift , Barang sudah masuk keranjang tapi selalu loading di pembayaran , Akhirnya terbatalkan , Entah kenapa , Tolong dong solusinya ..."
Nur Halimah,1,2025-02-09 16:56:03,"Udh sring belanja ...tp gara""hp keriset ilang smua apk nya .. download ulang udh bner msukin kata sandi sm password ny tetep aja bsa masuk.udh dua kali bkin baru pke no beda ..ini ga bsa masuk lg ke apk nya . Sya kecewa ,pdhal udh sring belanja di alfagift."
Ngage QD,1,2025-02-09 14:45:03,Aplikasi jadi sering eror. Notif terkirimnya parah. Udah gt. Kurir internalnya suka ga konfirmasi kalo dah sampe. Suka ngaret. Max 1 jam. Tapi ujungnya bisa 2 jam. Mau cancel ga bisa. Kasih lah tombol cance. Terus bisa milih lokasi toko. Jangan kayak sekarnag dipilihim.
Syifa Mandalika,1,2025-02-08 07:19:14,"Dana saya belum di proses sudah complaint tp tidak ada tindakan, payment sukses tpi di aplikasi alfagift dibatalkan system uang d terima tapi barang tidak di kirim. Follow up trlalu lambat karna yg balas hanya AI . Aplikasi bapuk!!!"
Dini Mutia,2,2025-02-07 23:57:29,"Langganan belanja disini tp baru sadar starnya ga masuk ke aplikasi (cuma sebagian). Komplain ke CS lama bgt katanya 3x24jam. Sampe saya kelupaan brp hari saya cek ga makin nambah malah jadi nol semua starnya. Walau cuma undian tapi jadi males krna ga segera dibenahi. Terakhir komplain lg malah ga dibalas. Kok lucu sih , superindopun biasa lgsg otomatis masuk pdhl :"")"
su. hendra,1,2025-02-06 13:46:14,"Sy sering melakukan top up dana melalui alfamart Rp 50.000, Rp 50.000 Rp 50.000 dan isi pulsa telkomsel di history ada tulisan dapat point 100 tapi kenyataan point nya tidak bertambah, cuma PHP aja. Top up dana, belanja dapat point. Sungguh mengecewakam promosi alfamart tidak sesuai kemyataan."
Yehuda Wongso,2,2025-02-06 12:31:39,"Saran saya, tolong dilengkapi aplikasinya dengan maps, jadi kita bisa tau di mana lokasi kurir. Sudah sering saya mesan, tertulis dalam pengantaran, tapi sejam lewat baru terantar."
Aulia Rahmah,2,2025-02-06 11:01:23,Saya ingin melaporkan aplikasi saya setelah update..kenapa sudah masuk keranjang terus mau pembayaran loading terus gak bisa masuk ke pembayaran...akhirnya semua terbatalkan..tidak ada pemberitahuan kenapa batal...pesanan masuk tidak ada pembayaran karna aplikasi tidak bisa masuk ke pembayarannya. Saya sudah dm tapi masih tidak bisa
Wiwik Saptuti,5,2025-02-06 00:12:35,"Sangat berguna dan membantu sekali aplikasi alfagift, ketika lagi ga ada kendaraan buat ke alfa bisa pesen di aplikasi dan diantar ke rumah. Makasi ya jgn lupa banyakin diskon dan vouchernya ya."
Tessa Novia,1,2025-02-05 03:56:15,"Aplikasi sangat buruk. Komplenan kendala ga ada penyelesaian nya dari pihak CS. Sangat lelet. Masalah saya belum terselesaikan , tapi pihak si cs selalu bilang sudah tersolved..... percuma komplen .. ga akan ditindak lanjuti sama pihak mereka.... minta bukti screenshoot tiap hari. Tapi komplenan perihal star ga terselesaikan sama sekali.... sangat buruk sekali aplikasi dan tim begitu juga team CS dan penanganan masalahnya"
Ariska Ristiani,3,2025-02-05 01:39:55,"Untuk aplikasi nya sangat membantu sekali apalagi ketika susu anak habis langsung kirim plus gratis ongkir Hanya minim di karyawan yg ngirim nya, menurut saya seperlunya aja gk ada senyum² alias gk ramah Saran aja walaupun pegawai toko gk seperti ekspedisi pada umum nya tapi tetap utamakan dari segi pelayanan yang ramah juga biar sama² enak karna saya juga pembeli"
Muhammad Aqso,1,2025-02-03 18:36:41,Kenapa setelah diupdate bukanya tambah bagus ini malah tambah jelek mau login cuma loading terus ditungguin sampe 5menit tetap loading padahal aplikasi lain lancar bgt berarti bukan karna jaringan kan
Oki Jumhayat,2,2025-02-03 11:30:13,Hari ini sedikit kecewa..niat hati ingin membeli salah satu produk yang sedang dipromosikan tapi mengapa harga berbeda antara yang tertera di Alfagift dengan outlet Alfamartnya.. Bahkan kasir/ karyawan yang bilang harga di alfagift berbeda dengan yang di outlet..Harganya normal tp di alfagift sedang ada promo...Jadi bingung mana yg bener.. Alhasil tidak jadi membeli produk yg diinginkan.. 😔
Akihiro,5,2025-02-03 10:21:31,"aplikasi yang memuaskan, banyak promo, harga juga terjangkau dan waktu nunggu pesanan biasanya cuma 1 jam saja dan juga kurirnya pada ramah-ramah, banyakin lagi stok promonya karena sering kehabisan, segitu aja dulu dan terimakasih🙏🏻"
Nuramila Nuramila,1,2025-02-03 09:34:01,Kecewa sekaliiii.... sengaja beli dalam jumlah besar susu anak krn ngejar star untuk dapat tas (koleksi hadiah susu balita) ehhh tau2nya entah kemana starnya gak2 dapat2. Sudah komplain di alfacare berhari2 gak ada solusi alasannya krn pakai keanggotaan alfamidi. Jelas2 belinya di alfamart dan lgsung scan barcode aplikasi alfagift kok bisa2 nya terbaca alfamidi.
Ko Nita,5,2025-02-03 09:09:26,"Bintang lima buat ALFAGIFT. jadi solusi buat kaum mageran dan udah plus free ongkir, pengiriman nya cepat, banyak promonya, kurir nya juga ramah, pelayanannya bagus, pilihannya juga banyak ya sama seperti supermarket pada umumnya. Alfagift Bagus banget deh👍👍 ...."
Ulfatul Musri'ah,1,2025-02-02 23:45:46,"Kenapa alfagift ku ga bisa di buka ya dulu uninstall lama karena memori hp ku gak cukup,dan sekarang baru install lagi tapi password salah terus padahal udah bener,apa karena nomor hpku sudah tidak aktif? Tp dulu2 masih bisa login loh walau nomer hp sudah tidak aktif kenapa sekarang tidak bisa,alhasil cuma punya kartunya aja padahal pengen ngecek2 promoan di aplkasi,tolong lah di perbaiki jangan salah2 terus kalo login,pdhal di google dah ke save nomer hp & password tapi salah2 terus kan aneh !!"
Dana Smart,1,2025-02-02 16:23:10,"Bintang saya kasih 0, tidak ada respon dari developer atau adminnya. Sudah DM di Instagram kok malah suruh sebut kategorinya yang saya tidak tahu. Screen shot sudah dilampirkan tag nomor case ada. Kok gak ada perbaikan atas serangan bug sehingga saya harus restart dan delete aplikasi gift agar kerjaan lain tidak terganggu. Daripada ribet suruh tutup aplikasi, uninstall saja. Selesai"
Faizal Rhamdani,1,2025-02-02 12:48:56,"Saya ingin menyampaikan keluhan terkait pengiriman yang amat lama, saya pilih yg maksimal 1 jam. Seharusnya apabila ada kendala pengiriman konfirmasi ke customer. Dan baiknya di aplikasi dibikin map yang bisa lihat posisi crew yang sedang melakukan pengiriman"
amj jatmiko,5,2025-02-01 22:18:57,"memang saya bukan pembeli setia tapi sejak mendownload aplikasi ini semakin gak jelas 1. aplikasi terbuka lama 2. fungsi utamanya apa 3. kadang bon nya lama tampilnya 4. promo, voucher, point hangus begitu saja 5. jarang ada penawaran dari kasir"
Glory United,1,2025-02-01 14:23:44,"Pesan dari jam 18:15 sudah checkout dan pembayaran berhasil, namun sampai jam 21:20 pesanan tak kunjung diantar, lokasi alfamart bendungan hilir 3. Padahal saya sudah memilih opsi untuk diantar maks 1 jam dari pemesanan Niat jualan gak sih? Bikin aplikasi dan pelayanan setengah setengah, payah 👎👎👎👎👎👎👎"
Rio Dimas,1,2025-02-01 14:08:31,kok bisa² nya ada alesan barang ga dikirim cuma gara² hujan.kan seharusnya emang begitu kita pesan kan emang LG ga bisa keluar .kalo bisa keluar dah brangkat beli sendiri ga beli online. kurirnya terlalu banyak alesan .yang pertama alesan cuaca terus kedua alesan antri .bilang aja kalo ga bisa kirim
Aisah Berlianti,5,2025-01-31 04:23:58,"So far aplikasinya bagus, banyak macam2 barang yg bisa dibeli dan senengnya free ongkir ga kaya sebelah. Meskipun point dapatnya dikit tp bisa ngatur brp point yg mau ditukar. Kirim maps jg pas bgt, syg aja vouchernya aga susah dipake."
Maya Noormai,2,2025-01-30 14:21:51,Sy sdh 3x coba pke alfagift. Pengiriman nya lama sekali pdhl ad batas wktu maksimalnya. Dr pihak tokonya jg slow respon klo dihub melalui chat aplikasinya. Mau cancel pesanan tp di menu aplikasinya tidak tersedia. Akhirnya terpaksa hrs menunggu lbih dari satu jam smpai pesanan dtg. Mhn utk perbaikan sistem pengantarannya lbih diperhatikan lagi.
Fadhiels'men Chan,3,2025-01-30 13:27:14,"Aplikasinya bagus, pelayanannya bagus namun kadang dapat keadaan yg kurang mengenakkan, kadang barang yg kita pesan di aplikasi ada namun di toko tidak ada jadi kurir yg bawa kadang cuman mengembalikan uang tanpa penjelasan yang kurang meyakinkan, barusan tadi juga saya membeli or*o dengan harga 11k di apk namun yg di kembalikan oleh kurir hanya 9k, saya tidak masalah barangnya ada atau tidak namun untuk jumlah uang di kembalikan kurang dari harga yg tercantum di aplikasi, mohon dibenahi"
Feby Thesman,1,2025-01-30 13:20:43,"Milih pengiriman yang sejam setelah pembayaran karena uda malam, tapi ternyata sejam gak kunjung datang. Aplikasinya mempermudah berbelanja, tapi kurirnya kurang profesional, di chat pun gak di balas."
alfian yanx,1,2025-01-30 10:17:10,Dulunya bagus..setelah update..kenapa sudah masuk keranjang terus mau pembayaran loading terus gak bisa masuk ke pembayaran...akhirnya semua terbatalkan..tidak ada pemberitahuan kenapa batal...pesanan masuk tidak ada pembayaran karna aplikasi tidak bisa masuk ke pembayaran.
Asd Project,5,2025-01-30 07:49:14,"Selalu pake alfagift karena lebih simple buat yang males keluar kaya aku biaya ongkos kirim gratis pula , kalo langsung ke store alfa belum lagi harus bayar parkir pokoknya alfagift mantap"
Lin's “09”,5,2025-01-30 07:04:45,"Aplikasi ini sangat memudahkan kami para Ibu rumahtangga yang sibuk di dapur jika berhalangan belanja langsung ke toko kita bisa duduk manis dirumah pilih2 barang apa yang diperlukan/yang dibutuhkan lalu payment atau COD auto barang segera diproses dan diantar ke tempat tujuan dgn pelayanan yg baik serta kurir2nya yang ramah, packing belanja rapi juga bersih, Hanya sedikit correct.. mohon sesuai dengan permintaan pengiriman misalnya yang dipilih satu jam setelah pemesanan mohon tepat waktu 🙏"
Emi Ernawati,1,2025-01-29 17:27:20,"Paling males blanja di alfagift kalo promo nya main cashback poin ato cashback voucher, kebanyakan HOAX! Kalo dikomplen bilangnya slalu kuota terbatas, mana bukti kuota terbatas nya kalo gt?? Itukan cuma akal2an aja, tidak transparan brapa kuota dan sisa kuotanya. Coba contoh tu toko biru sbelah yg ad rincian kuotanya dan langsung diskon potong harga, lebih pasti dan lebih transparan."
RANGGADEK 3,1,2025-01-29 15:24:36,"Semenjak di update, transaksi di banking berhasil (saldo kepotong),tpi di aplikasi belom masuk (bahkan sampe di batalkan,krna ada batas waktunya),udah telfon ke 1500959 (ada tanggapan,tpi iya iya doang),sudah kirim file ke email (ga ada tanggapan), bahkan sampe hubungi lwat Instagram (jawaban nya mohon di tunggu udah mau seminggu),tolong butuh konfirmasi nya,kalo transaksi ga berhasil,jangan potong saldo banking.#2222745"
Lika Apriliani,1,2025-01-29 13:48:37,Tolong dong saya mau Penukaran poin gak bisa. Di toko dan di aplikasi. Udah komplain lewat DM dan lewat email jg ga ada solusi.. Bisa ga sih benerin aplikasi dan sistemnya.
bangbang ee,5,2025-01-29 11:00:17,"Sangat lebih menguntungkan belanja di alfagift daripada langsung ke alfamart.. Krn kalau di alfa langsung, harganya suka beda sama tag nya, trus kasir sering curang😅😅"
Nurul Laili,2,2025-01-29 10:35:54,"Halo saya mau menyampaikan keluhan pengiriman, saya pilih pengiriman maksimal kirim 1 jam tapi sampe di saya hampir 4 jam nunggu, engga ada konfirmasi apapun. Tolong di perbaiki sistem pengirimannya. dulu bener tepat waktu pengiriman 1 jam sekarang lama banget hampir 4 jam gini padahal pilihnya yg 1 jam sampai, kalaupun toko sedang ramai harusnya ada konfirmasi dahulu. Untuk detail toko nya saya tidak akan beri tahu, tetapi tolong evaluasi sistem pengirimannya terimakasih"
Mrs. Maulana,2,2025-01-29 10:32:18,"Aplikasi bagus, promo oke, sangat membantu. Sayangnya tidak bisa pilih toko mana yang bisa mengirim ke tempat kita. Toko yang selalu mengirim ke tempat saya selalu kurang barang. Percuma aja banyak promo tapi barang selalu kurang. Tolong segera di atasi alfagift. Masalah ini sering terjadi setiap saya order pengiriman ke rumah. Padahal di sekitar rumah saya banyak Alfamart yang menyediakan jasa delivery, tapi saya selalu dapat Alfamart cabang itu, dan mereka selalu kurang barang!"
freti lj,5,2025-01-29 08:19:30,"Memudahkan saya berbelanja Pembayarannya mudah,produk lengkap,banyak promo Pelayanan ramah,tepat waktu,gratis ongkir jg tanpa minimal belanja.teruskan y alfagift Awas aja kalo lama2 ada biaya ongkirnya karena udah rame Jangan juga ada minimal belanja baru gratis ongkir.jangan gitu ya Terimakasih"
Salsa Apriliani,2,2025-01-28 07:14:37,"enak siii, jadi ga perlu dateng ke toko & yg penting gratis ongkir wkwk tapi kenapa stok di alfagift sering kosong ya? tapi kalo langsung dateng ke toko suka ada kayak nugget di keterangan alfagift-nya kosong mulu ga pernah restock😭 terus kalo belanja langsung ke toko, & struk nya masuk ke member(apk alfagift) suka lama masuk nya, bahkan nyampe 2-3 hari baru masuk *edit. kok apk ny eror ya?"
Alif Cakep,1,2025-01-28 04:33:41,Saya pesen barang di alfagift 8.48 sampai sekarang sudah pukul 12.32 barang saya belum sayang.sudah 3 jam saya menunggu ini.distatus pengiriman dari 2 jam yg lalu sampai sekarang belum sampe.mengecewakan dari pagi saya menunggu sampai sekarang belum datang.tolong yah pelayanannya ditingkatkan
uthe budhie,1,2025-01-28 04:28:50,"Pengiriman'y lamaa padahal sudah pilih 1 jam dari transaksi selesai, balas chat pun juga lamaaaa...ada aplikasi ini utk mempermudah customer atau sedang berhalangan untuk membeli produk tanpa harus keluar rumah tapi kondisi hujan tidak lebat saja tidak bisa kirim, KECUALI BADAI baru tidak bisa kirim..."
Restu Dwi Amalia,2,2025-01-27 06:22:59,"Ini kenapa ya aplikasinya kadang kadang ga bisa dibuka, ngelag gitu padahal selalu ku update soalnya buat belanja setiap bulan mudah, banyak promo bisa anter langsung ketempat juga, ku kira hp aku yg bermasalah tapi buat buka aplikasi yang lain di HP aman""saja, apa kadang emang suka eror aplikasinya ya. Mohon untuk diperbaiki lagi"
Rizky Khapidsyah,1,2025-01-27 00:08:22,"Barang belanjaan sudah banyak nih di keranjang, hingga sampailah di laman pembayaran, tapi ketika kita berfikir ada yang lupa, kembali ke halaman sebelumnya, bammm!! hilang semua barang yang sudah masuk keranjang. Bagus Sekali"
Septa Mirnawati,1,2025-01-26 23:05:06,"setelah diupdate buka aplikasinya jadi susah banget , muncul warna merah aja ,loadingnya lama bngt padahal buka aplikasi yg lain lancar2 aja , jdi kalo mau blnja buru buru gak bisa"
Dirda Dirda,1,2025-01-26 10:57:51,Tidak bisa di buka sdh 3 bln lebih...kenapa tidak ada perubahan...setiap mau masuk ...harus baca syarat dan ketentuan...tidak pernah ada perubahan ..yg keluar selalu baca syarat dan ketentuan
HOHOHO,1,2025-01-26 06:06:16,"Gajelas banget,kalo mau di cancel ya balikin juga dananya langsung lah main return aja hadeh,kurang amanah nih udah gitu notifikasi gaada jadi gatau pesanan dikirim atau tidak,lain kali langsung ke wa nya aja,,ripper"""
"Muhammad Septa Utama, S.S.T",1,2025-01-26 03:31:28,Aplikasinya jelek gak interaktif. Mau pesen kopi bean tanpa gula gak ada menu catatannya. Akhirnya yang datang selalu pakai gula. Malah di suruh kirim pesaan k IG. Udah buat pesan di IG malah di balas AI. Gk ada pilihan buat pengaduan dan komplain aplikasi. Aneh ini aplikasi.
Nida Amalia,1,2025-01-25 15:42:44,aku pengguna alfagift since 2022 dan baru kali ini kecewa sama pelayanan 😿 aku mesen dari 20:35 sampai 22:43 pun belum dikirim barangnya!! walaupun 2 barang saja tapi kan aku bayar pakai uang dan itupun butuh sekali barangnya..
Cho Diamond,3,2025-01-25 13:13:56,"Kecewa banget sama aplikasinya, poin belanjanya ko gamasuk. Padahal sering banget belanja tapi poin gapernah bertambah. Terakhir dapet 03 januari 2025. Makin kesini ko poin ga nambah² mana dapet struk nya kosong gada transaksinya. Sampe coba belanja langsung juga tetep poinnya ga bertambah. Coba perbaiki lagi sistemnya."
Hesel Saint,1,2025-01-24 23:40:03,"Tolong secepatnya pengembalian saldo saya. Kenapa transaksi berhasil, tapi setelah pembayaran berhasil transaksi gagal. Dan uang saya tertahan. Dan saya udah ajukan pengembalian tapi belum juga ada tanggapan. Kalau semisalnya sistem sedang ada gangguan tolong fitur nya dimatikan jangan dibiarkan aktif. Ini akan merugikan konsumen."
Rusnia Arepa fitri,1,2025-01-24 07:49:12,Pas pertama kali bikin akun dan password udah sedang belanja nya enak dan gak repot. Pas udah 2 bulan gak pake saat mau buka untuk belanja udah masukan sandi password masa salah mulu padahal udah ketik benar kenapa di suruh bikin akun dan daftar baru ribet amat ini bikin kasal aja.
B7ah Duren,1,2025-01-22 06:44:39,Parah giliran ganti hp yg berbeda gak di ijinkan masuk padahal sudah masukin no hp dan paswat dengan benar. Harus di varipikasi lagi Aplikasi sangat ribet. Di tambah lagi harus mengijinkan alfagift menyimpan semua data di phonsel agar bisa masuk aplikasi. Bisa bisa di hangker semua data di hp ole alfagift. Bikin aplikasi jangan ribet ribet dan memaksa apa lagi harus mengijinkan penyimpanan semua data di phonsel di ketahu oleh alfagift. Kami mau belanja bukan mau jualan. Jadi di permudah lah
Yessi Olivia,2,2025-01-21 13:00:30,"Duh ini Alfa cabang Cikarang ga amanah ini... tolong dibenahi ya Alfa Pusat. masa barang belum diterima oleh saya tetapi dalam aplikasi tertera barang sudah sampai kepada penerima.DAN JUGA BARANG TERSEBUT JAUH LEBIH LAMA SAMPAI DARIPADA ESTIMASI SEHARUSNYA(DIBAWAH 1JM)Tolong perbaiki agar lebih baik ya. Dan satu lagi, tolong tambahkan menu dimana pelanggan bisa melakukan komplain. disini aplikasinya kurang efektif bisa membuat 2 belah pihak saling berkomunikasi dengan baik dan benar. Terimakasih"
Mega Jayanti Medea,3,2025-01-20 13:29:02,"Sebenarnya aplikasinya bagus, bagus banget malah. Tapi sebaiknya fitur chat dalam aplikasinya jangan dibatasi hanya sampai pada saat kurir menerangkan bahwa pesanan sudah sampai ke tangan pemesan padahal nyatanya belum. Ini baru kejadian di saya beberapa hari yg lalu. Pesanan belum sampai ke tangan saya tapi di aplikasi menyatakan bahwa pesanan sudah sampai dan ketika saya coba tanyakan via chat di aplikasi alfagift, chat untuk pesanan yg bersangkutan sdh disconnect. Mohon diperhatikan, makasih."
Camelia黃（Camelia）,4,2025-01-20 11:42:19,"Hallo Alfamart Indonesia, saya sangat suka belanja di Alfamart karena banyak promo yang menarik serta bonus dan voucher yang didapat, untuk kebijakan stamp apakah sudah tidak diberlakukan lagi? Sayang banget stamp saya dulu sudah banyak dan setalah update sistem aplikasi malah jadi kosong, mohon solusinya agar mungkin stamp yang sudah saya kumpulkan sejak lama dapat kembali, terimakasih"
Kelvin,2,2025-01-19 15:30:18,"Tolong untuk aplikasi nya diperbaiki lagi, soalnya ada kendala ketika suara nada notif telpon kecil, saya merasa dirugikan gara2 kendala seperti ini dan juga kurir kesusahan untuk menelpon saya karena notif nadanya kecil. Tolong lebih diperhatikan lagi!!!"
Deja Vu,3,2025-01-19 10:09:32,"Klik Indomaret skrg sdh berubah total jadi mirip Alfagift. Minimalis, responsif, banyak diskon dan bisa di sort harganya. Sementara Alfagift blm ada perubahan apa2, sortnya masih berdasar nama barang. Saran utk Alfagift : 1. Sort berdasarkan harga dan toko penyedia 2. Harga dibuat lebih bersaing.."
